Income year,Lodgment method,Gender,Taxable status,State / Territory,Age range,"Number of individuals
no.","Salary or wages 
no.","Salary or wages 
$","Total Income or Loss 
no.","Total Income or Loss 
$","Total work related car expenses 
no.","Total work related car expenses 
$","Work related travel expenses 
no.","Work related travel expenses 
$","Total work related uniform/clothing expenses 
no.","Total work related uniform/clothing expenses 
$","Total work related self education expenses 
no.","Total work related self education expenses 
$","Other work related expenses 
no.","Other work related expenses 
$","Gifts or donations 
no.","Gifts or donations 
$","Cost of managing tax affairs 
no.","Cost of managing tax affairs 
$","Total deductions 
no.","Total deductions 
$","Capital gains net capital gain 
no.","Capital gains net capital gain 
$","Net rent - profit 
no.","Net rent - profit 
$","Net rent - loss 
no.","Net rent - loss 
$","Net rent 
no.","Net rent 
$","Total business income 
no.","Total business income 
$","Total business expenses 
no.","Total business expenses 
$","Net income or loss from business 
no.","Net income or loss from business 
$","Taxable income or loss 
no.","Taxable income or loss 
$","Net tax 
no.","Net tax 
$"
2010–11,Other self-preparer,Female,Non Taxable,TAS,d. 30 - 34,735,180,1295018,260,2645529,20,22468,10,3749,60,11309,10,13495,40,49972,50,9102,15,2264,115,113059,5,17307,5,14466,10,-131216,10,-116750,5,128062,5,138699,5,1256,255,2552505,0,0
2010–11,Other self-preparer,Female,Non Taxable,TAS,e. 35 - 39,795,185,1451382,270,2927739,20,22587,5,2946,70,15202,20,33454,55,16780,70,18810,30,3940,145,119683,5,11606,5,19661,5,-19716,10,-55,15,269063,15,202118,15,67227,265,2820052,0,0
2010–11,Other self-preparer,Female,Non Taxable,TAS,f. 40 - 44,655,170,1257256,275,2790191,10,11221,10,2422,60,12123,10,10638,40,21787,75,16923,30,4842,135,84302,5,7068,5,25753,5,-37459,10,-11706,10,282637,15,244924,15,-3466,265,2893979,0,0
2010–11,Other self-preparer,Female,Non Taxable,TAS,g. 45 - 49,470,155,1245063,240,2486311,15,21137,5,2282,60,9781,5,25083,35,12079,50,12901,15,2438,105,87063,5,18738,5,15613,5,-16253,10,-640,10,303706,15,325115,15,-11566,235,2422626,0,0
2010–11,Other self-preparer,Female,Non Taxable,TAS,h. 50 - 54,390,160,1370095,270,2569111,15,19286,5,645,55,10028,5,7876,45,19185,70,17783,10,1081,115,77878,5,726,5,31559,5,-18756,10,12803,10,210442,15,153262,15,9765,260,2497972,0,0
2010–11,Other self-preparer,Female,Non Taxable,TAS,i. 55 - 59,515,235,2092977,460,4701561,35,40349,5,2718,100,25576,10,2482,65,26008,135,32556,30,4132,205,141462,5,5145,20,95819,10,-54260,30,41559,15,951625,20,874536,20,-68520,460,4572432,0,0
2010–11,Other self-preparer,Female,Non Taxable,TAS,j. 60 - 64,765,230,1875422,740,6673091,20,12420,5,6496,65,9664,5,4216,50,22934,155,43569,30,17704,230,128494,15,42389,10,33327,5,-38288,15,-4961,15,361366,15,296451,20,62594,730,6573390,0,0
2010–11,Other self-preparer,Female,Non Taxable,TAS,k. 65 - 69,705,130,1080799,700,5826824,5,4506,5,3345,25,4318,5,135,35,8440,115,51360,15,2005,150,86871,10,14164,15,73300,5,-21985,15,51315,5,106634,5,116726,5,-10092,695,5719635,0,0
2010–11,Other self-preparer,Female,Non Taxable,TAS,l. 70 - 74,550,30,217812,545,3417357,5,1526,5,1651,5,2512,5,150,10,5662,60,11573,10,1838,75,34411,5,16676,5,46889,5,-450,5,46439,5,29215,5,40609,5,24544,545,3382905,0,0
2010–11,Other self-preparer,Female,Non Taxable,TAS,m. 75 and over,810,10,105339,805,5209993,0,0,0,0,0,0,0,0,5,759,105,54297,10,2472,130,87859,20,23150,5,41864,5,-6557,10,35307,5,94409,5,89162,5,2710,805,5661733,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,a. Under 18,3910,3030,14582155,3750,18132276,10,6093,65,9436,1075,151072,70,46767,315,64003,245,11904,55,3312,1280,297720,15,15248,5,1325,0,0,5,1325,5,23477,5,1301,5,22176,3745,17835116,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,b. 18 - 24,11305,10310,79455244,10895,100356829,425,344283,495,163027,3620,656306,900,1035868,1510,521303,1415,142586,270,32012,4970,2925041,25,28527,5,41235,5,-46230,15,-4995,55,556340,40,269374,55,273870,10875,97536102,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,c. 25 - 29,5000,3125,24239048,3650,34646936,180,194579,190,79603,880,257874,200,537471,560,321298,480,79348,175,22049,1455,1531543,10,7932,5,30355,30,-279977,35,-249622,100,1572341,80,1216730,105,384919,3620,33320857,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,d. 30 - 34,5695,1990,15599656,2705,25483283,200,238809,140,65326,620,130751,150,401455,500,278082,500,100770,190,29757,1185,1307750,20,55607,20,72662,90,-636453,110,-563791,130,3106562,120,2780143,135,249355,2635,24454381,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,e. 35 - 39,6870,1785,13959449,2795,27242530,210,251612,110,68613,620,181229,145,193077,570,327174,585,108059,240,32059,1305,1384543,40,77275,60,225639,105,-779851,165,-554212,185,4340465,175,4007775,195,181257,2690,26548607,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,f. 40 - 44,6720,1580,12919870,2720,27796045,190,221982,85,34023,505,107217,135,193600,455,226315,585,126506,200,30305,1205,1196154,40,274600,80,362637,110,-967027,185,-604390,140,3562138,145,3573224,160,7128,2640,27208735,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,g. 45 - 49,5075,1405,12049039,2390,23564611,195,315028,85,104776,515,109775,120,113848,420,224547,525,118288,155,32896,1090,1515406,40,111642,65,321961,80,-889226,145,-567265,140,4283452,130,4102878,145,101621,2305,23187251,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,h. 50 - 54,3680,1260,10799686,2330,22118931,165,199282,65,94569,485,111684,90,101171,390,179900,545,106317,135,32080,1015,1182150,45,72048,70,389602,75,-848864,145,-459262,95,11028306,100,10870038,110,100158,2280,21332893,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,i. 55 - 59,3450,1405,13409383,3000,30287681,200,239397,75,42385,540,120364,70,49042,440,233345,825,212756,190,72745,1295,1368587,50,110630,95,481546,80,-481336,175,210,75,6188437,75,6348588,85,-49900,2945,29200934,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,j. 60 - 64,5100,1480,13425937,4930,40213063,190,220257,45,17042,470,85219,45,20373,490,232191,1155,397502,230,227192,1660,1784310,105,299802,155,972951,60,-557837,215,415114,90,14748258,90,2055639,100,143491,4870,39041443,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,k. 65 - 69,5885,880,7951713,5815,46196729,105,95285,35,21371,200,42371,20,7889,240,114103,1065,424599,195,43370,1345,1091477,135,564208,145,860416,35,-342174,180,518242,55,1047524,55,1324570,60,-17255,5780,44938308,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,l. 70 - 74,5445,315,2397189,5405,35451385,30,36338,10,9100,60,8200,15,4319,80,49086,740,451423,100,24813,910,925889,150,305925,105,678399,10,-80245,120,598154,20,140863,25,628353,25,-130268,5395,34653061,0,0
2010–11,Other self-preparer,Female,Non Taxable,VIC,m. 75 and over,9030,115,746443,8995,60438917,15,20293,5,409,5,534,5,20,45,14137,1205,681244,200,54523,1445,1125658,225,215992,120,909218,15,-28210,130,881008,15,307173,20,292062,20,9224,8985,59299939,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,a. Under 18,2545,2285,13184824,2515,14744503,15,8562,40,9851,920,158474,95,55420,280,73444,145,7024,20,1229,1070,316253,10,27638,0,0,0,0,0,0,5,35105,5,3218,5,31887,2515,14456363,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,b. 18 - 24,5095,4615,37383801,4850,45350621,165,150348,155,51346,1655,289643,300,410742,525,137688,445,49583,80,33045,2115,1128882,5,16677,0,0,5,-16593,5,-16593,25,546214,20,466909,25,82582,4835,44232452,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,c. 25 - 29,2680,1740,13561237,2020,18819591,90,57169,85,33069,550,106142,75,228719,230,85335,190,20205,60,8367,765,549831,5,543,5,14123,25,-166315,25,-152192,35,431670,30,282993,40,-47867,1995,18344756,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,d. 30 - 34,2575,1095,8633573,1450,13292783,85,86992,55,26138,340,67694,60,155129,225,98365,230,46697,95,15158,595,539267,15,34799,20,103550,50,-526892,70,-423342,60,541139,60,368486,65,35237,1410,13006147,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,e. 35 - 39,2705,925,7266750,1375,12396398,85,121128,45,33398,315,56524,60,85053,235,160079,235,42543,75,14319,615,570790,15,37045,25,106978,50,-539354,75,-432376,65,1073041,65,840013,75,214183,1320,12262341,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,f. 40 - 44,2275,795,6622900,1185,11723177,85,111964,35,21109,280,69367,60,117800,195,102911,220,55274,65,30989,550,716203,25,84579,20,116339,55,-514771,75,-398432,45,1297325,45,1197535,55,99368,1130,11278048,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,g. 45 - 49,1750,720,5909735,1060,10334959,80,120306,30,12855,230,42165,40,61324,155,87000,190,30062,55,59210,465,514816,15,46845,30,119352,30,-291264,55,-171912,45,809675,45,621380,50,108699,1025,10068851,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,h. 50 - 54,1390,670,5976594,1050,9941748,65,106753,35,47348,240,48657,40,47773,185,212744,240,51441,60,11666,515,703698,15,38091,35,214077,40,-437193,75,-223116,45,1641527,45,1952072,50,-570654,1015,10255113,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,i. 55 - 59,1545,780,7909500,1415,14717535,100,146698,25,17115,290,56898,30,42923,200,69003,360,75860,85,21188,645,690027,25,178481,60,366017,45,-1097587,105,-731570,55,1070202,55,1034445,55,-38862,1385,14652522,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,j. 60 - 64,2270,810,7364645,2195,20117163,65,117950,15,19916,235,43643,20,8220,180,80963,485,114107,100,22592,765,593661,65,215407,80,422952,30,-244638,110,178314,40,721059,40,587381,45,101798,2175,19685479,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,k. 65 - 69,2360,440,4098705,2325,21708186,35,40546,10,5337,105,17615,10,2307,120,54271,440,152476,80,24470,625,486654,55,169473,60,374924,15,-90965,75,283959,30,891716,30,564892,30,-64093,2305,21298136,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,l. 70 - 74,2170,170,1370494,2145,16713707,15,27520,5,1820,30,5232,5,2391,35,11444,300,143717,50,9821,405,346834,60,105056,30,222711,5,-30077,35,192634,15,434656,15,383951,15,-24458,2135,16375608,0,0
2010–11,Other self-preparer,Female,Non Taxable,WA,m. 75 and over,3100,75,661129,3075,28170782,5,35584,5,163,5,1262,0,0,15,9829,540,290207,60,23638,685,639869,80,187095,50,292165,5,-38,50,292127,5,218701,5,193407,10,17519,3070,27527426,0,0
2010–11,Other self-preparer,Female,Taxable,ACT,a. Under 18,15,15,222162,15,334699,5,1830,5,401,5,1302,5,2048,5,1102,5,65,0,0,5,6748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,327951,15,30398
2010–11,Other self-preparer,Female,Taxable,ACT,b. 18 - 24,985,980,31248206,985,33579983,140,207518,90,77423,445,118483,105,124989,285,224251,285,55119,100,18420,670,852297,10,161178,5,110,10,-45963,10,-45853,5,15881,5,1370,5,14511,985,32727750,985,3973614
2010–11,Other self-preparer,Female,Taxable,ACT,c. 25 - 29,890,890,46620606,890,47555969,200,319227,120,91762,345,107955,125,264045,415,438900,410,138785,150,35145,705,1449034,10,28397,5,26562,40,-447463,45,-420901,5,83808,5,68384,5,29067,890,46106923,890,8546021
2010–11,Other self-preparer,Female,Taxable,ACT,d. 30 - 34,745,735,44676114,745,46178690,150,303211,80,90732,230,65990,100,176500,370,477969,390,137969,135,31692,605,1337248,15,51736,5,24572,45,-443196,50,-418624,15,683186,15,346991,20,341124,745,44832442,745,9322693
2010–11,Other self-preparer,Female,Taxable,ACT,e. 35 - 39,705,680,43964642,705,46251646,150,273889,75,53193,190,63670,60,78343,370,449792,375,137038,135,34142,575,1152262,15,222842,15,84262,50,-682257,65,-597995,15,67470509,15,67352848,15,82473,705,45092903,705,9739440
2010–11,Other self-preparer,Female,Taxable,ACT,f. 40 - 44,745,715,49018282,745,52388073,140,198241,60,72230,160,49516,60,125251,390,374170,440,219324,130,30959,645,1307161,20,96359,30,172515,60,-871684,90,-699169,20,1493191,20,486672,20,1004873,740,51077606,745,11616749
2010–11,Other self-preparer,Female,Taxable,ACT,g. 45 - 49,780,755,51842922,780,55569628,160,212298,55,60617,215,67142,70,91390,420,489269,475,219381,130,40116,670,1416725,20,112780,30,212504,55,-799370,85,-586866,15,555440,15,309098,20,270152,780,54144185,780,12265774
2010–11,Other self-preparer,Female,Taxable,ACT,h. 50 - 54,905,860,55652316,905,61507187,145,205885,65,58075,220,57824,75,106283,450,466677,545,297461,110,34799,760,1583026,25,217541,55,446922,75,-1120260,130,-673338,25,1378385,25,484019,25,921660,905,59901050,905,13258926
2010–11,Other self-preparer,Female,Taxable,ACT,i. 55 - 59,800,685,39509464,800,51255247,120,162627,40,30697,155,40061,40,27231,345,298749,510,273318,105,26721,675,1586568,40,119713,55,408719,55,-547046,110,-138327,15,686650,10,542273,15,135705,800,49668679,800,9860576
2010–11,Other self-preparer,Female,Taxable,ACT,j. 60 - 64,565,420,21029238,565,32633565,75,75779,20,17166,100,22966,20,13142,220,157026,385,201449,60,16554,475,1265257,35,410159,45,337547,30,-222391,75,115156,10,360874,10,214556,10,144929,565,31352583,565,5629727
2010–11,Other self-preparer,Female,Taxable,ACT,k. 65 - 69,260,125,5806910,260,13781423,20,48948,10,15571,20,4311,5,930,50,44548,180,218207,30,10871,205,467376,20,154415,25,216256,10,-87529,35,128727,5,13023,5,2193,5,12626,260,13313994,260,1962661
2010–11,Other self-preparer,Female,Taxable,ACT,l. 70 - 74,155,30,1058158,155,7603427,5,10842,5,6614,5,890,5,2150,15,9366,110,77877,20,12437,125,163569,20,36428,15,211070,5,-330,15,210740,5,106657,5,63544,5,43113,155,7439889,155,986546
2010–11,Other self-preparer,Female,Taxable,ACT,m. 75 and over,395,10,257990,395,22568278,5,2973,0,0,5,420,5,29,15,3982,270,333757,45,34878,315,543460,40,257540,35,330170,5,-9994,40,320176,5,7223,5,4840,5,2383,395,21997567,395,3492868
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,a. Under 18,5,5,8808,5,8808,0,0,0,0,5,132,0,0,5,75,0,0,0,0,5,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8601,5,2494
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,b. 18 - 24,950,900,10056246,950,13210581,15,9034,50,34857,185,36780,25,19840,100,1984316,25,8354,10,1337,270,2095328,5,2952,5,14279,5,-1246,5,13033,5,2575,5,30,5,2545,950,11115168,950,1576409
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,c. 25 - 29,1010,975,20163139,1010,26770625,35,34255,75,51853,220,42225,30,19608,180,2659250,65,12771,35,4813,375,2830898,0,0,5,42443,0,0,5,42443,5,56584,5,7374,5,59173,1010,23939650,1010,4002891
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,d. 30 - 34,435,375,9650560,435,13441374,15,24596,35,31185,70,20984,15,12986,75,434360,40,13528,30,4189,155,599361,5,23538,25,202987,5,-51027,30,151960,5,309465,5,14340,5,803983,435,12839092,435,2578424
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,e. 35 - 39,135,90,3381282,135,4053035,5,1516,5,8843,15,5261,5,6026,30,108542,15,5319,10,2849,60,141853,5,138065,35,221924,5,-25823,40,196101,5,47481,5,37939,5,9542,135,3911212,135,801256
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,f. 40 - 44,120,55,2442309,120,3533244,5,1743,10,3236,15,4607,5,18248,30,41427,20,9157,20,5982,50,127022,5,138607,55,386022,5,-348,60,385674,5,10661,5,8859,5,127105,120,3373829,120,738843
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,g. 45 - 49,120,45,1454042,120,3008081,5,2263,5,23546,5,794,5,4171,15,5753,10,6193,5,702,30,50105,5,668814,75,561569,5,-1543,75,560026,5,28152,5,16250,5,11902,120,2948252,120,696999
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,h. 50 - 54,145,40,1534995,145,3018524,0,0,5,6403,10,1800,0,0,10,15614,5,2408,10,5974,35,86074,10,363707,90,731435,5,-12359,90,719076,0,0,0,0,0,0,145,2915586,145,629649
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,i. 55 - 59,120,30,794528,120,2182736,5,3937,5,554,5,1423,5,1475,10,4722,10,4610,10,3031,30,25021,5,64940,80,774803,0,0,80,774803,5,10010,5,2369,5,15399,120,2150005,120,445097
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,j. 60 - 64,100,20,1123740,100,2134246,5,330,5,30139,5,1447,5,270,5,7203,5,3153,10,1517,20,46195,5,166746,65,621437,5,-2129,65,619308,0,0,0,0,0,0,100,2049089,100,465098
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,k. 65 - 69,50,5,98044,50,800865,5,571,5,1885,5,175,0,0,5,1426,5,1250,5,997,10,6336,5,33273,35,267422,0,0,35,267422,0,0,0,0,0,0,50,791863,50,168282
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,l. 70 - 74,20,5,5049,20,430650,0,0,0,0,0,0,0,0,5,31,5,250,5,850,5,4685,5,66886,10,102061,0,0,10,102061,0,0,0,0,0,0,20,423832,20,84198
2010–11,Other self-preparer,Female,Taxable,Overseas or unknown,m. 75 and over,30,5,3283,30,344187,0,0,0,0,0,0,0,0,0,0,5,350,5,120,5,470,0,0,20,122727,0,0,20,122727,0,0,0,0,0,0,30,343717,30,70384
2010–11,Other self-preparer,Female,Taxable,NSW,a. Under 18,175,140,2162249,175,3051870,10,4774,10,2770,75,15617,10,4023,30,8331,30,3368,10,1325,100,44235,5,90430,5,8735,0,0,5,8735,5,18284,0,0,5,18284,175,3007635,175,248143
2010–11,Other self-preparer,Female,Taxable,NSW,b. 18 - 24,11790,11735,356897079,11790,382418469,1740,2827332,1260,695823,6440,1810495,1690,2097894,4545,2793444,3725,833830,1455,177402,9000,11577962,50,1647869,15,87405,85,-650706,100,-563301,105,136520160,90,14344799,115,1293562,11790,370835811,11790,41000078
2010–11,Other self-preparer,Female,Taxable,NSW,c. 25 - 29,9770,9670,440345513,9770,459382753,2090,4220151,1580,1308059,4710,1475284,1400,2575218,5365,4762401,3985,1246129,1915,278206,8070,16692848,90,581064,65,342423,350,-2820025,415,-2477602,200,7121527,190,4166229,215,2186932,9770,442597901,9770,73337699
2010–11,Other self-preparer,Female,Taxable,NSW,d. 30 - 34,7710,7535,416526687,7710,441488049,1710,3546987,1285,1242068,3265,1023927,1035,1873300,4465,4687820,3595,1470244,1750,309210,6470,15395592,115,834251,140,936131,495,-4456943,635,-3520812,220,12158581,200,8341868,235,3693484,7710,425975517,7710,84613895
2010–11,Other self-preparer,Female,Taxable,NSW,e. 35 - 39,6920,6620,381612402,6920,423126450,1505,2999719,1020,826702,2900,922404,750,1059632,4185,4297815,3340,1348953,1560,310945,5915,13581523,165,2690937,220,1524094,490,-4981734,715,-3457640,270,28451294,270,21890261,295,6504095,6920,409460802,6920,86004686
2010–11,Other self-preparer,Female,Taxable,NSW,f. 40 - 44,7335,6935,390627082,7335,446427888,1480,2724842,930,832021,3135,989416,705,997474,4230,4139635,3785,1912099,1620,375882,6310,14625846,230,2863879,325,2790981,555,-5587857,880,-2796876,275,20604019,275,13243291,300,7675170,7335,431571842,7335,91291263
2010–11,Other self-preparer,Female,Taxable,NSW,g. 45 - 49,8730,8270,440761187,8730,507020848,1690,3036797,925,909019,3980,1198920,765,972529,4915,4712584,4730,2175374,1695,385315,7545,16706657,260,7082248,425,3890752,625,-6550866,1050,-2660114,295,21972961,290,20383583,310,6639353,8730,490177793,8730,99471824
2010–11,Other self-preparer,Female,Taxable,NSW,h. 50 - 54,9405,8825,447201712,9405,522662309,1765,2796886,855,718117,4335,1383496,705,699141,5265,4635067,5400,2506300,1640,473978,8225,17619777,295,4915298,520,4410923,560,-5603586,1080,-1192663,285,19071208,285,10967534,315,5786245,9405,504898022,9405,99147329
2010–11,Other self-preparer,Female,Taxable,NSW,i. 55 - 59,7975,7145,337551407,7975,435722888,1370,2057911,615,551004,3375,1031904,480,389489,4220,3535393,4935,2521993,1360,422228,6995,17396882,330,5372079,595,6086454,500,-5185410,1095,901044,195,22319233,190,15414513,210,5998839,7975,418109045,7975,73931005
2010–11,Other self-preparer,Female,Taxable,NSW,j. 60 - 64,5545,4595,195828795,5545,270992820,710,973451,310,203218,1905,549442,245,184147,2465,1871447,3445,1842110,665,233797,4645,10950974,290,5174386,550,6450065,235,-2173104,785,4276961,140,10207257,145,8425875,150,2844240,5545,259933865,5545,42389854
2010–11,Other self-preparer,Female,Taxable,NSW,k. 65 - 69,2030,1285,52787782,2030,113603853,170,259132,85,90574,440,132573,50,30175,670,547973,1235,930658,305,112534,1630,4575804,210,5472222,285,4124792,65,-901546,350,3223246,60,2710249,55,1634213,60,993721,2030,109004617,2030,20028981
2010–11,Other self-preparer,Female,Taxable,NSW,l. 70 - 74,1095,295,9970737,1095,63990090,35,62150,20,5258,85,21849,10,1874,145,106680,680,1055920,180,121985,840,2541926,150,1651587,200,3837314,20,-142817,215,3694497,30,3697382,30,2685375,30,697679,1095,61445846,1095,11884042
2010–11,Other self-preparer,Female,Taxable,NSW,m. 75 and over,2865,155,3817349,2865,204080495,35,20337,10,3877,25,8501,15,4149,95,89966,1720,4265595,475,369285,2040,6308717,360,8413499,445,8595108,20,-424045,465,8171063,25,2624577,25,2106822,30,521721,2865,197718557,2865,45174258
2010–11,Other self-preparer,Female,Taxable,NT,a. Under 18,10,10,166878,10,229057,5,3150,0,0,5,802,5,290,5,2784,0,0,0,0,5,7026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,222031,10,17319
2010–11,Other self-preparer,Female,Taxable,NT,b. 18 - 24,355,355,12015618,355,12552870,70,72876,30,16722,240,65448,35,53285,145,101074,105,12063,75,11415,280,340417,5,140000,0,0,5,-29101,5,-29101,5,52822,5,6757,5,46065,355,12212519,355,1463915
2010–11,Other self-preparer,Female,Taxable,NT,c. 25 - 29,365,365,15558023,365,16213533,75,113501,55,44360,225,66155,50,77272,190,157592,135,31067,100,14897,300,522708,5,53025,5,4081,10,-53323,15,-49242,5,211933,5,173457,5,38256,365,15690824,365,2366096
2010–11,Other self-preparer,Female,Taxable,NT,d. 30 - 34,260,260,12827115,260,13294498,75,129348,30,42212,155,37564,40,96238,140,131018,85,21322,80,19729,220,497153,5,44371,5,28432,20,-135111,20,-106679,5,95225,5,24492,5,70733,260,12797375,260,2212306
2010–11,Other self-preparer,Female,Taxable,NT,e. 35 - 39,165,165,8518389,165,8966119,35,50860,20,24788,100,25034,15,24181,90,70058,65,19760,40,7257,145,235298,5,30367,5,25453,15,-173679,20,-148226,5,160514,5,147774,5,12740,165,8730820,165,1614325
2010–11,Other self-preparer,Female,Taxable,NT,f. 40 - 44,205,200,10161152,205,12304958,45,82543,30,38191,125,33539,20,16608,105,114494,80,36089,55,12418,175,437118,5,105000,15,71203,15,-53365,25,17838,5,257629,5,107702,5,130245,205,11865980,205,2362485
